,Ministerio,Cargo,Es_Masculino,Sueldo bruto,AFP,SFS,Sueldo neto
3115,Publico,TÉCNICO ADMINISTRATIVO,1,37000.0,1061.9,1124.8,27474.85
3116,Publico,RECEPCIONISTA,1,25000.0,717.5,760.0,23497.5
3117,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE RECURSOS HUMANOS,1,90000.0,2583.0,2736.0,44145.19
3118,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE REGISTRO DE PERSONAL,0,110000.0,3157.0,3344.0,64762.82
3119,Publico,ANALISTA DE REGISTRO DE PERSONAL,1,75000.0,2152.5,2280.0,56482.3
3120,Publico,ANALISTA DE REGISTRO Y CONTROL,0,75000.0,2152.5,2280.0,64233.12
3121,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE REGISTRO Y CONTROL,0,125000.0,3587.5,3800.0,99601.51
3122,Publico,ANALISTA DE REGISTRO Y CONTROL,0,75000.0,2152.5,2280.0,53303.6
3123,Publico,TÉCNICO ADMINISTRATIVO,1,50000.0,1435.0,1520.0,45166.0
3124,Publico,TÉCNICO ADMINISTRATIVO,1,50000.0,1435.0,1520.0,32844.23
3125,Publico,TÉCNICO ADMINISTRATIVO,1,50000.0,1435.0,1520.0,36744.24
3126,Publico,TÉCNICO ADMINISTRATIVO,0,50000.0,1435.0,1520.0,34280.61
3127,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,30268.23
3128,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE RELACIONES LABORALES,0,125000.0,3587.5,3800.0,59665.01
3129,Publico,ANALISTA DE RELACIONES LABORALES,1,75000.0,2152.5,2280.0,50253.97
3130,Publico,TÉCNICO ADMINISTRATIVO,1,50000.0,1435.0,1520.0,36804.02
3131,Publico,ANALISTA DE CONTROL INTERNO II,0,60000.0,1722.0,1824.0,51528.87
3132,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE REVISIÓN Y ANÁLISIS,1,115000.0,3300.5,3496.0,92544.76
3133,Publico,SECRETARIA (O),0,32000.0,918.4,972.8,26315.62
3134,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE SALUD,0,65000.0,1865.5,1976.0,22924.25
3135,Publico,AUXILIAR ADMINISTRATIVO,0,30000.0,861.0,912.0,28202.0
3136,Publico,AUXILIAR ADMINISTRATIVO,0,32000.0,918.4,972.8,28083.39
3137,Publico,TÉCNICO ADMINISTRATIVO,0,50000.0,1435.0,1520.0,43880.42
3138,Publico,MÉDICO,1,40000.0,1148.0,1216.0,32168.35
3139,Publico,CHOFER I,0,25000.0,717.5,760.0,21084.05
3140,Publico,SEGURIDAD,0,33075.0,949.25,1005.48,31095.27
3141,Publico,CONSERJE,1,19000.0,545.3,577.6,14852.1
3142,Publico,ENCARGADO (A) DE SEGURIDAD Y MONITOREO TIC,1,150000.0,4305.0,4560.0,117243.38
3143,Publico,TÉCNICO EN PROGRAMACIÓN,1,50000.0,1435.0,1520.0,17850.52
3144,Publico,CONSERJE,0,22000.0,631.4,668.8,10999.66
3145,Publico,CONSERJE,0,19000.0,545.3,577.6,8200.73
3146,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,34769.05
3147,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,34769.05
3148,Publico,CONSERJE,0,19000.0,545.3,577.6,8043.12
3149,Publico,CONSERJE,0,24000.0,688.8,729.6,17978.89
3150,Publico,SECRETARIA (O),0,26000.0,746.2,790.4,11788.43
3151,Publico,TÉCNICO ADMINISTRATIVO,1,37000.0,1061.9,1124.8,31769.05
3152,Publico,EBANISTA,1,25000.0,717.5,760.0,23497.5
3153,Publico,ELECTRICISTA,1,30000.0,861.0,912.0,28202.0
3154,Publico,ELECTRICISTA,1,30000.0,861.0,912.0,18566.9
3155,Publico,ELECTRICISTA,1,30000.0,861.0,912.0,24270.7
3156,Publico,TÉCNICO EN REFRIGERACIÓN,1,31000.0,889.7,942.4,13626.91
3157,Publico,AUXILIAR ADMINISTRATIVO,1,22000.0,631.4,668.8,20674.8
3158,Publico,CONSERJE,1,24000.0,688.8,729.6,17675.63
3159,Publico,AUXILIAR ADMINISTRATIVO,1,22000.0,631.4,668.8,20674.8
3160,Publico,AUXILIAR ADMINISTRATIVO,1,19800.0,568.26,601.92,12806.74
3161,Publico,CONSERJE,1,19000.0,545.3,577.6,14471.35
3162,Publico,MENSAJERO INTERNO,1,27000.0,774.9,820.8,14364.23
3163,Publico,MENSAJERO EXTERNO,1,23000.0,660.1,699.2,19413.25
3164,Publico,ANALISTA DE SISTEMA INFORMÁTICO,0,50000.0,1435.0,1520.0,37271.19
3165,Publico,TÉCNICO ADMINISTRATIVO,0,47000.0,1348.9,1428.8,30866.49
3166,Publico,SOPORTE TÉCNICO INFORMÁTICO,1,40000.0,1148.0,1216.0,15664.01
3167,Publico,ENCARGADO (A) DE SOPORTE TÉCNICO,1,100000.0,2870.0,3040.0,62505.66
3168,Publico,ADMINISTRADOR (A) DE REDES Y COMUNICACIONES,1,53000.0,1521.1,1611.2,37874.67
3169,Publico,TÉCNICO EN REDES,1,50000.0,1435.0,1520.0,37053.52
3170,Publico,SOPORTE TÉCNICO,1,42000.0,1205.4,1276.8,28278.22
3171,Publico,SOPORTE TÉCNICO INFORMÁTICO,1,40000.0,1148.0,1216.0,35717.94
3172,Publico,SOPORTE TÉCNICO INFORMÁTICO,1,40000.0,1148.0,1216.0,33882.77
3173,Publico,SOPORTE TÉCNICO INFORMÁTICO,1,35000.0,1004.5,1064.0,31406.09
3174,Publico,SOPORTE TÉCNICO INFORMÁTICO,1,40000.0,1148.0,1216.0,30660.87
3175,Publico,TÉCNICO EN REDES,1,56320.0,1616.38,1712.13,42657.28
3176,Publico,ANALISTA DE SUMINISTRO DE ALIMENTOS,1,75000.0,2152.5,2280.0,54233.12
3177,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE TESORERÍA,0,115000.0,3300.5,3496.0,74717.86
3178,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE DESARROLLO E IMPLEMENTACIÓN SISTEMA,1,150000.0,4305.0,4560.0,114416.48
3179,Publico,TÉCNICO EN PROGRAMACIÓN,1,65000.0,1865.5,1976.0,28703.82
3180,Publico,ADMINISTRADOR (A) DE BASE DE DATOS,1,75000.0,2152.5,2280.0,61406.22
3181,Publico,TÉCNICO EN PROGRAMACIÓN,1,50000.0,1435.0,1520.0,45166.0
3182,Publico,PROGRAMADOR SENIOR,1,75000.0,2152.5,2280.0,58579.32
3183,Publico,ANALISTA DE DESARROLLO INSTITUCIONAL,0,75000.0,2152.5,2280.0,63023.16
3184,Publico,ANALISTA DE PROCESOS,0,75000.0,2152.5,2280.0,49344.21
3185,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,130000.0,3731.0,3952.0,91937.99
3186,Publico,ABOGADO (A) I,0,50000.0,1435.0,1520.0,39286.83
3187,Publico,ABOGADO (A) III,0,90000.0,2583.0,2736.0,73768.54
3188,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,32244.05
3189,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,28408.69
3190,Publico,SECRETARIO (A) EJECUTIVO (A),0,60000.0,1722.0,1824.0,51528.87
3191,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,170000.0,4879.0,4943.8,117284.68
3192,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,0,250000.0,7175.0,4943.8,188389.58
3193,Publico,ABOGADO (A) III,0,90000.0,2583.0,2736.0,70768.54
3194,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,0,180000.0,5166.0,4943.8,94056.4
3195,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,170000.0,4879.0,4943.8,130390.69
3196,Publico,ABOGADO (A) I,1,50000.0,1435.0,1520.0,37990.78
3197,Publico,CHOFER II,1,27000.0,774.9,820.8,18935.67
3198,Publico,ABOGADO (A) I,1,50000.0,1435.0,1520.0,41380.01
3199,Publico,ABOGADO (A) II,1,65000.0,1865.5,1976.0,56705.92
3200,Publico,MENSAJERO INTERNO,1,24000.0,688.8,729.6,16523.83
3201,Publico,ABOGADO (A) I,1,50000.0,1435.0,1520.0,35102.69
3202,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,1,250000.0,7175.0,4943.8,188625.06
3203,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,1,170000.0,4879.0,4943.8,130111.58
3204,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE TESORERÍA,1,80000.0,2296.0,2432.0,42698.44
3205,Publico,AUXILIAR ADMINISTRATIVO,1,25000.0,717.5,760.0,19785.89
3206,Publico,ABOGADO (A) I,0,40000.0,1148.0,1216.0,29335.69
3207,Publico,ABOGADO (A) I,0,45000.0,1291.5,1368.0,23482.22
3208,Publico,ABOGADO (A) I,1,40000.0,1148.0,1216.0,19174.99
3209,Publico,ABOGADO (A) II,1,65000.0,1865.5,1976.0,45823.13
3210,Publico,ENCARGADO (A) DEL DEPARTAMENTO JURÍDICO,1,90000.0,2583.0,2736.0,30014.52
3211,Publico,ABOGADO (A) III,0,90000.0,2583.0,2736.0,44095.6
3212,Publico,COORDINADOR (A),0,250000.0,7175.0,4943.8,183799.55
3213,Publico,ABOGADO (A) III,0,85000.0,2439.5,2584.0,42637.26
3214,Publico,ABOGADO (A) I,0,45000.0,1291.5,1368.0,33264.04
3215,Publico,ABOGADO (A) III,1,85000.0,2439.5,2584.0,54330.34
3216,Publico,MENSAJERO EXTERNO,1,22000.0,631.4,668.8,20674.8
3217,Publico,ABOGADO (A) III,1,85000.0,2439.5,2584.0,69961.06
3218,Publico,ABOGADO (A) II,1,65000.0,1865.5,1976.0,54755.92
3219,Publico,ABOGADO (A) I,1,40000.0,1148.0,1216.0,20842.07
3220,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,1,270000.0,7749.0,4943.8,165118.73
3221,Publico,ABOGADO (A) II,1,65000.0,1865.5,1976.0,56705.92
3222,Publico,ABOGADO (A) I,1,40000.0,1148.0,1216.0,29095.85
3223,Publico,ABOGADO (A) III,1,125000.0,3587.5,3800.0,80863.24
3224,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE MONITOREO Y EVALUACIÓN,0,125000.0,3587.5,3800.0,87060.68
3225,Publico,ANALISTA DE NOMINA,0,75000.0,2152.5,2280.0,46049.05
3226,Publico,ASISTENTE,0,85000.0,2439.5,2584.0,48918.97
3227,Publico,ANALISTA DE NOMINA,1,75000.0,2152.5,2280.0,51172.35
3228,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE NOMINA,1,125000.0,3587.5,3800.0,93684.15
3229,Publico,ANALISTA DE CONTROL INTERNO II,0,87000.0,2496.9,2644.8,55351.37
3230,Publico,ANALISTA DE CONTROL INTERNO II,0,87000.0,2496.9,2644.8,71372.41
3231,Publico,AUXILIAR ADMINISTRATIVO,0,35000.0,1004.5,1064.0,22754.23
3232,Publico,ANALISTA DE CONTROL INTERNO II,0,87000.0,2496.9,2644.8,51581.08
3233,Publico,ANALISTA DE CONTROL INTERNO II,0,87000.0,2496.9,2644.8,42638.51
3234,Publico,ANALISTA DE CONTROL INTERNO II,0,87000.0,2496.9,2644.8,62651.11
3235,Publico,ANALISTA DE CONTROL INTERNO II,0,87000.0,2496.9,2644.8,60409.41
3236,Publico,ANALISTA DE CONTROL INTERNO II,0,87000.0,2496.9,2644.8,65517.18
3237,Publico,ENCARGADO (A) DEL DEPARTAMENTO SECRETARIA GENERAL,0,100000.0,2870.0,3040.0,78959.63
3238,Publico,ENCARGADO (A) DE DIVISIÓN DE ARCHIVO Y CORRESPONDENCIA,0,45000.0,1291.5,1368.0,20799.95
3239,Publico,PARA-LEGAL,0,30000.0,861.0,912.0,13429.73
3240,Publico,AUXILIAR ADMINISTRATIVO,1,19800.0,568.26,601.92,8931.89
3241,Publico,MENSAJERO EXTERNO,1,25000.0,717.5,760.0,13695.28
3242,Publico,MENSAJERO INTERNO,1,24000.0,688.8,729.6,10450.59
3243,Publico,AUXILIAR ADMINISTRATIVO,0,35000.0,1004.5,1064.0,26134.45
3244,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE SERVICIOS GENERALES,1,150000.0,4305.0,4560.0,66242.97
3245,Publico,ENCARGADO (A) DEL DEPARTAMENTO TÉCNICO GESTIÓN FISCALÍA,0,125000.0,3587.5,3800.0,88214.2
3246,Publico,ANALISTA DE GESTIÓN DE FISCALÍA,0,60000.0,1722.0,1824.0,51142.32
3247,Publico,ANALISTA DE GESTIÓN DE FISCALÍA,1,60000.0,1722.0,1824.0,52942.32
3248,Publico,ANALISTA DE GESTIÓN DE FISCALÍA,1,60000.0,1722.0,1824.0,51732.36
3249,Publico,TÉCNICO ADMINISTRATIVO,0,50000.0,1435.0,1520.0,35593.43
3250,Publico,SECRETARIA (O),0,37000.0,1061.9,1124.8,25199.12
3251,Publico,CONTADOR (A) II,0,75000.0,2152.5,2280.0,50541.51
3252,Publico,ANALISTA FINANCIERO,0,75000.0,2152.5,2280.0,58376.77
3253,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE TESORERÍA,0,150000.0,4305.0,4560.0,78330.19
3254,Publico,TÉCNICO ADMINISTRATIVO,0,47000.0,1348.9,1428.8,23711.19
3255,Publico,CHOFER I,1,35000.0,1004.5,1064.0,30406.5
3256,Publico,MENSAJERO EXTERNO,1,25000.0,717.5,760.0,17907.16
3257,Publico,AUXILIAR ADMINISTRATIVO,1,35000.0,1004.5,1064.0,31394.05
3258,Publico,ANALISTA FINANCIERO,1,75000.0,2152.5,2280.0,64233.12
3259,Publico,ANALISTA FINANCIERO,1,75000.0,2152.5,2280.0,59359.71
3260,Publico,TÉCNICO ADMINISTRATIVO,1,43000.0,1234.1,1307.2,39567.64
3261,Publico,ABOGADO (A) III,0,85000.0,2439.5,2584.0,61374.51
3262,Publico,ABOGADO (A) I,0,50000.0,1435.0,1520.0,42665.59
3263,Publico,ABOGADO (A) II,0,65000.0,1865.5,1976.0,56705.92
3264,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,1,270000.0,7749.0,4943.8,154745.2
3265,Publico,AUXILIAR ADMINISTRATIVO,0,35000.0,1004.5,1064.0,32906.5
3266,Publico,SUB-DIRECTOR (A) ADMINISTRATIVO,0,55000.0,1578.5,1672.0,44164.82
3267,Publico,CHOFER I,1,23924.25,686.63,727.3,12938.28
3268,Publico,SUPERVISOR (A) DE AGENTES VTP,1,40000.0,1148.0,1216.0,19267.76
3269,Publico,PROCURADORA GENERAL DE LA REPUBLICA,0,350000.0,9334.68,4943.8,263183.27
3270,Publico,TÉCNICO ADMINISTRATIVO,0,43000.0,1234.1,1307.2,28841.47
3271,Publico,ASISTENTE,0,110000.0,3157.0,3344.0,68663.81
3272,Publico,ASISTENTE LEGAL,0,175000.0,5022.5,4943.8,129861.11
3273,Publico,ASISTENTE,0,75000.0,2152.5,2280.0,57006.46
3274,Publico,ASISTENTE LEGAL,0,190000.0,5453.0,4943.8,114633.29
3275,Publico,CHOFER II,0,33000.0,947.1,1003.2,31024.7
3276,Publico,ENCARGADO (A),0,110000.0,3157.0,3344.0,59374.12
3277,Publico,ABOGADO (A) I,0,55000.0,1578.5,1672.0,38808.2
3278,Publico,ENCARGADO (A),0,90000.0,2583.0,2736.0,70662.53
3279,Publico,ABOGADO (A) I,0,50000.0,1435.0,1520.0,36471.84
3280,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,33355.6
3281,Publico,ABOGADO (A) II,0,65000.0,1865.5,1976.0,53704.69
3282,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,250000.0,7175.0,4943.8,188668.69
3283,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,0,250000.0,7175.0,4943.8,104093.93
3284,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,0,180000.0,5166.0,4943.8,107677.37
3285,Publico,PROCURADOR FISCAL,0,125000.0,3587.5,3800.0,48415.91
3286,Publico,FISCALIZADOR,0,90000.0,2583.0,2736.0,45484.99
3287,Publico,MENSAJERO EXTERNO,1,25000.0,717.5,760.0,17441.11
3288,Publico,CHOFER I,1,25000.0,717.5,760.0,17249.78
3289,Publico,CHOFER I,1,22000.0,631.4,668.8,18424.39
3290,Publico,ENCARGADO (A) DE FISCALIZACIÓN LABORAL,1,92000.0,2640.4,2796.8,73314.23
3291,Publico,DIRECTOR (A) TÉCNICO,1,250000.0,7175.0,4943.8,184428.34
3292,Publico,CHOFER I,1,33000.0,947.1,1003.2,18397.45
3293,Publico,CHOFER I,1,22000.0,631.4,668.8,20674.8
3294,Publico,SECRETARIA (O),1,30000.0,861.0,912.0,13914.01
3295,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,1,250000.0,7175.0,4943.8,150479.55
3296,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,1,270000.0,7749.0,4943.8,193886.14
3297,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,1,200000.0,5740.0,4943.8,145256.81
3298,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,1,180000.0,5166.0,4943.8,63608.18
3299,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,1,250000.0,7175.0,4943.8,181147.49
3300,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,1,200000.0,5740.0,4943.8,133096.0
3301,Publico,ABOGADO (A) III,0,105000.0,3013.5,3192.0,65007.02
3302,Publico,ABOGADO (A) III,0,85000.0,2439.5,2584.0,70374.51
3303,Publico,CHOFER I,0,18700.0,536.69,568.48,12153.12
3304,Publico,ABOGADO (A) I,0,50000.0,1435.0,1520.0,37710.1
3305,Publico,CHOFER I,0,22000.0,631.4,668.8,11303.43
3306,Publico,ENCARGADO (A) OPERATIVO (A),0,125000.0,3587.5,3800.0,96774.61
3307,Publico,ABOGADO (A) I,0,50000.0,1435.0,1520.0,45166.0
3308,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,33275.85
3309,Publico,PARA-LEGAL,0,30000.0,861.0,912.0,17951.59
3310,Publico,MENSAJERO INTERNO,0,19000.0,545.3,577.6,17282.1
3311,Publico,PROCURADOR ADJUNTO DEL PROCURADOR GENERAL DE LA REPUBLICA,0,270000.0,7749.0,4943.8,202959.08
3312,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,170000.0,4879.0,4943.8,130111.58
3313,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,170000.0,4879.0,4943.8,123956.36
3314,Publico,ABOGADO (A) I,1,40000.0,1148.0,1216.0,37168.35
3315,Publico,CHOFER I,1,22000.0,631.4,668.8,8981.51
3316,Publico,CHOFER I,1,25000.0,717.5,760.0,14078.51
3317,Publico,CHOFER I,1,35000.0,1004.5,1064.0,32906.5
3318,Publico,CHOFER I,1,25000.0,717.5,760.0,23497.5
3319,Publico,ENCARGADO (A),0,85000.0,2439.5,2584.0,67413.27
3320,Publico,ENCARGADO (A) DE DIVISIÓN DE CONTABILIDAD,0,50000.0,1435.0,1520.0,25111.43
3321,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE AUDIOVISUALES,0,117850.0,3382.3,3582.64,61992.81
3322,Publico,SUPERVISOR (A) DE MAYORDOMÍA,0,24000.0,688.8,729.6,8638.21
3323,Publico,AUXILIAR ADMINISTRATIVO,0,26000.0,746.2,790.4,13289.01
3324,Publico,DIRECTOR (A) ESCUELA NACIONAL DEL MINISTERIO PUBLICO,0,250000.0,7175.0,4943.8,185562.68
3325,Publico,COORDINADOR (A) ACADÉMICO,0,50000.0,1435.0,1520.0,31482.56
3326,Publico,ENCARGADO (A) DEL DEPARTAMENTO SECRETARIA GENERAL,0,100000.0,2870.0,3040.0,70849.28
3327,Publico,COORDINADOR (A) ACADÉMICO,0,50000.0,1435.0,1520.0,39665.59
3328,Publico,"ENCARGADO (A) DEL DEPARTAMENTO DE FORMULACIÓN, MONITOREO Y EVALUACIONES DE PPP",0,100000.0,2870.0,3040.0,80546.18
3329,Publico,CONSERJE,0,19000.0,545.3,577.6,12491.58
3330,Publico,ENCARGADO (A),0,85000.0,2439.5,2584.0,71374.51
3331,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,30541.14
3332,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,28105.19
3333,Publico,CONSERJE,0,20000.0,574.0,608.0,15793.0
3334,Publico,ANALISTA DE RECURSOS HUMANOS,0,50000.0,1435.0,1520.0,37767.52
3335,Publico,AUXILIAR ADMINISTRATIVO,0,22000.0,631.4,668.8,15231.79
3336,Publico,CONSERJE,0,20000.0,574.0,608.0,9902.28
3337,Publico,"VICERRECTORA INVESTIGACIÓN, ANÁLISIS E INNOVACIÓN",0,150000.0,4305.0,4560.0,99320.91
3338,Publico,RECEPCIONISTA,0,25000.0,717.5,760.0,13537.53
3339,Publico,COORDINADOR (A) DE REGISTRO,0,60000.0,1722.0,1824.0,41185.93
3340,Publico,CONSERJE,0,19000.0,545.3,577.6,8654.68
3341,Publico,DISEÑADOR (A) GRAFICO,0,50000.0,1435.0,1520.0,36568.72
3342,Publico,ANALISTA DE PLANIFICACIÓN Y DESARROLLO,0,37000.0,1061.9,1124.8,30773.62
3343,Publico,COORDINADOR (A) ACADÉMICO,0,50000.0,1435.0,1520.0,25985.18
3344,Publico,ANALISTA DE RECURSOS HUMANOS,0,50000.0,1435.0,1520.0,43415.59
3345,Publico,AUXILIAR ADMINISTRATIVO,0,26000.0,746.2,790.4,17509.64
3346,Publico,CONSERJE,0,19000.0,545.3,577.6,8561.33
3347,Publico,ANALISTA DE SISTEMA INFORMÁTICO,0,35000.0,1004.5,1064.0,30406.5
3348,Publico,COORDINADOR (A) CAPACITACIÓN Y DESARROLLO,0,50000.0,1435.0,1520.0,40541.94
3349,Publico,MÉDICO,0,40000.0,1148.0,1216.0,35003.21
3350,Publico,SECRETARIA (O),0,26000.0,746.2,790.4,24438.4
3351,Publico,AUXILIAR ADMINISTRATIVO,0,30000.0,861.0,912.0,25240.01
3352,Publico,AUXILIAR ADMINISTRATIVO,0,22000.0,631.4,668.8,20674.8
3353,Publico,SECRETARIA (O),0,26000.0,746.2,790.4,22687.99
3354,Publico,SECRETARIO (A) EJECUTIVO (A),0,60000.0,1722.0,1824.0,49431.54
3355,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,200000.0,5740.0,4943.8,92725.48
3356,Publico,PROCURADOR GENERAL DE CORTE DE APELACIÓN,0,170000.0,4879.0,4943.8,120974.62
3357,Publico,TÉCNICO ADMINISTRATIVO,0,53889.75,1546.64,1638.25,43026.47
3358,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE RECURSOS HUMANOS,0,90000.0,2583.0,2736.0,56907.42
3359,Publico,COORDINADOR (A) ACADÉMICO,0,50000.0,1435.0,1520.0,27355.51
3360,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE CORRESPONDENCIA Y DESPACHO,0,50000.0,1435.0,1520.0,23400.29
3361,Publico,ENCARGADO (A) DE PRENSA,0,65000.0,1865.5,1976.0,34349.16
3362,Publico,CHOFER I,1,25000.0,717.5,760.0,22084.05
3363,Publico,CHOFER I,1,22000.0,631.4,668.8,9338.17
3364,Publico,MENSAJERO EXTERNO,1,23000.0,660.1,699.2,11592.25
3365,Publico,DISEÑADOR (A) GRAFICO,1,50000.0,1435.0,1520.0,43988.03
3366,Publico,ENCARGADO (A) DE DIVISIÓN DE MANTENIMIENTO E INFRAESTRUCTURA,1,35000.0,1004.5,1064.0,18615.2
3367,Publico,ENCARGADO (A) DE SOPORTE TÉCNICO,1,50000.0,1435.0,1520.0,33803.06
3368,Publico,CONSERJE,1,19000.0,545.3,577.6,9054.57
3369,Publico,AYUDANTE DE MANTENIMIENTO,1,22000.0,631.4,668.8,9746.93
3370,Publico,CHOFER II,1,27000.0,774.9,820.8,16594.86
3371,Publico,JARDINERO,1,20000.0,574.0,608.0,13129.34
3372,Publico,SOPORTE TÉCNICO INFORMÁTICO,1,30000.0,861.0,912.0,19527.83
3373,Publico,ENCARGADO (A) DEL DEPARTAMENTO LEGAL,1,150000.0,4305.0,4560.0,117243.38
3374,Publico,CHOFER II,1,27000.0,774.9,820.8,25379.3
3375,Publico,ENCARGADO (A) DE DIVISIÓN DE TECNOLOGÍA DE LA INFORMACIÓN,1,65000.0,1865.5,1976.0,35821.82
3376,Publico,ANALISTA GESTIÓN CALIDAD,1,60000.0,1722.0,1824.0,34570.91
3377,Publico,MENSAJERO INTERNO,1,24000.0,688.8,729.6,22556.6
3378,Publico,SECRETARIA (O),1,35000.0,1004.5,1064.0,32906.5
3379,Publico,PARA-LEGAL,1,25000.0,717.5,760.0,19077.51
3380,Publico,ENCARGADO (A) DE DIVISIÓN DE SERVICIOS GENERALES,1,65000.0,1865.5,1976.0,41341.77
3381,Publico,ANALISTA DE DATOS ESTADÍSTICO,1,35000.0,1004.5,1064.0,31728.53
3382,Publico,ANALISTA DE SISTEMA INFORMÁTICO,1,30000.0,861.0,912.0,25689.55
3383,Publico,TÉCNICO ADMINISTRATIVO,1,43000.0,1234.1,1307.2,24533.48
3384,Publico,FOTÓGRAFO (A),1,35000.0,1004.5,1064.0,31394.05
3385,Publico,ADMINISTRADOR (A) DE CONTENIDO DIGITAL,0,50000.0,1435.0,1520.0,42166.0
3386,Publico,CONSERJE,0,24000.0,688.8,729.6,22556.6
3387,Publico,CONSERJE,0,19000.0,545.3,577.6,16852.1
3388,Publico,PERIODISTA,0,70000.0,2009.0,2128.0,55469.52
3389,Publico,ENCARGADO (A) DE DIVISIÓN DE RELACIONES PUBLICAS,0,125000.0,3587.5,3800.0,99601.51
3390,Publico,PERIODISTA,0,45000.0,1291.5,1368.0,39881.59
3391,Publico,ADMINISTRADOR (A) DE CONTENIDO DIGITAL,0,50000.0,1435.0,1520.0,45166.0
3392,Publico,ADMINISTRADOR (A) DE CONTENIDO DIGITAL,0,60000.0,1722.0,1824.0,52942.32
3393,Publico,DISEÑADOR (A) GRAFICO,0,50000.0,1435.0,1520.0,45166.0
3394,Publico,AUXILIAR ADMINISTRATIVO,0,30000.0,861.0,912.0,23114.43
3395,Publico,TÉCNICO ADMINISTRATIVO,0,37000.0,1061.9,1124.8,34769.05
3396,Publico,FOTÓGRAFO (A),0,65000.0,1865.5,1976.0,56705.92
3397,Publico,DISEÑADOR (A) PÁGINA WEB,0,50000.0,1435.0,1520.0,45166.0
3398,Publico,MENSAJERO EXTERNO,1,20000.0,574.0,608.0,16991.8
3399,Publico,CHOFER I,1,22000.0,631.4,668.8,12037.84
3400,Publico,CAMARÓGRAFO,1,38000.0,1090.6,1155.2,24464.38
3401,Publico,DISEÑADOR (A) PÁGINA WEB,1,50000.0,1435.0,1520.0,42166.0
3402,Publico,SUB-DIRECTOR (A),1,170000.0,4879.0,4943.8,122245.73
3403,Publico,DISEÑADOR (A) GRAFICO,1,55000.0,1578.5,1672.0,38772.95
3404,Publico,DIRECTOR (A) DE COMUNICACIONES,1,200000.0,5740.0,4943.8,132377.64
3405,Publico,REDACTOR CREATIVO,1,44000.0,1262.8,1337.6,37367.41
3406,Publico,ENCARGADO (A) DEL DEPARTAMENTO DE AUDIOVISUALES,1,100000.0,2870.0,3040.0,56129.3
3407,Publico,ADMINISTRADOR (A) DE CONTENIDO DIGITAL,1,50000.0,1435.0,1520.0,45166.0
